url,Picture URL,Brand,Product Name,Model,Model Name,Price in India,Total Ratings,1 Stars,2 Stars,3 Stars,4 Stars,5 Stars,Display Size,Screen Type,Resolution Standard,No of USB Port,No of HDMI Port,Smart TV,Color,Speaker Output RMS,Number of Speakers,Resolution (pixels),Power Consumption,Analog Audio Input,Width x Height x Depth (without stand),Built In Wi-Fi,Weight (without stand),Width x Height x Depth (with stand),Refresh Rate (Hz),Launch Year,Weight (with stand),Curve TV,Aspect Ratio,Contrast Ratio,Touch Remote,RF Connectivity Input,3D,Component In (RGB Cable),View Angle,Sound Technology,Ethernet (RJ45),Speaker Type,RF Capable,Headphone Jack,Supported Video Formats,Operating System,Series,Brightness,Surround Sound,other_info
https://gadgets.ndtv.com/tcl-39-inch-led-full-hd-tv-l39d2900-10360,https://i.gadgets360cdn.com/products/televisions/large/1548154093_832_tcl_39-inch-led-full-hd-tv-l39d2900.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,TCL,"TCL 39 Inches Full HD LED TV (L39D2900, Black)",39 Inch LED Full HD TV (L39D2900),L39D2900,"₹ 18,490",456,17,2,7,26,47,39 inch,LED,Full-HD,2,2,No,Black,10 W,2,1920x1080,"70 W, 0.5 W (Standby)",,,No,,104.9 cm x 14.4 cm x 63.8 cm,60,2017,,No,16.9,,No,,No,,178 Degree,,,,No,,,,,,,"{'Supported Audio Formats': 'MP3', 'Picture in Picture (PIP)': 'No', 'Smart Remote': 'No', 'Picture And Picture (PAP)': 'No'}"
https://gadgets.ndtv.com/samsung-46-inch-led-full-hd-tv-ua46f8000ar-11209,https://i.gadgets360cdn.com/products/televisions/large/1548154826_832_samsung_46-inch-led-full-hd-tv-ua46f8000ar.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Samsung 46 Inches Full HD LED Smart TV (UA46F8000AR),46 Inch LED Full HD TV (UA46F8000AR),UA46F8000AR,"₹ 155,500",,0,0,0,0,0,46 inch,LED,Full-HD,3,4,Yes,,40 W,2,1920x1080,"149 W, 0.3 W (Standby)",Yes,1032.7 mm x 599.5 mm x 34.9 mm,Yes,12.8 kg,1032.7 mm x 634.3 mm x 257.7 mm,,,14 kg,,,,,,,1,,"Dolby Pulse, DNSe, Sound Customizer, Dolby Digital Plus, Woofer, DTS Premium Sound 5.1",1,Down Firing and Full Range,Yes,,,,,,,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Picture Engine': '3D Hyper Real Engine', 'Digital Audio Output': '1', 'Stand Type': 'Arc', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/lg-49-inch-led-full-hd-tv-49lk6120ptc-9676,https://i.gadgets360cdn.com/products/televisions/large/1548153466_832_lg_49-inch-led-full-hd-tv-49lk6120ptc.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,LG 49 Inches Full HD LED Smart TV (49LK6120PTC),49 Inch LED Full HD TV (49LK6120PTC),49LK6120PTC,"₹ 67,990",4,0,0,0,50,50,49 inch,LED,Full-HD,2,3,Yes,Black,20 W,2,1920x1080,0.3 W (Standby),Yes,1108 mm x 646 mm x 85.3 mm,Yes,10.2 kg,1109 mm x 703 mm x 235 mm,60,2018,10.3 kg,No,,,No,,No,,,,1,,,,,WebOS,,,,{'Smart Remote': 'Yes'}
https://gadgets.ndtv.com/sony-32-inch-led-hd-tv-kdl-32ex420-in5-10185,https://i.gadgets360cdn.com/products/televisions/large/1548153938_832_sony_32-inch-led-hd-tv-kdl-32ex420-in5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony 32 Inches HD LED TV (KDL-32EX420 IN5),32 Inch LED HD TV (KDL-32EX420 IN5),KDL-32EX420 IN5,"₹ 42,900",8,13,0,0,13,75,32 inch,LED,HD-Ready,2,4,No,,20 W,2,1366x768,"75 W, 0.3 W (Standby)",Yes,755 mm x 480 mm x 30 mm,,7.7 kg,755 mm x 510 mm x 216 mm,,,10.2 kg,,,,,1 (Rear),,1 (Rear / Hybrid),,"Dolby Digital, Dolby Digital Plus, Dolby Pulse",1,,,1 (Side),,,,,S-Force Front Surround 3D,"{'Picture Engine': 'X-Reality', 'Digital Audio Output': '1 (Rear)', 'Audio Out': '1 (Side)', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/sony-46-inch-led-full-hd-tv-kdl-46ex720-11563,https://i.gadgets360cdn.com/products/televisions/large/1548155146_832_sony_46-inch-led-full-hd-tv-kdl-46ex720.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony 46 Inches Full HD LED 3D TV (KDL-46EX720 IN5),46 Inch LED Full HD TV (KDL-46EX720),KDL-46EX720,"₹ 93,900",,0,0,0,0,0,46 inch,LED,Full-HD,2,1,No,,20 W,2,1920x1080,,Yes,1078 mm x 660 mm x 29.8 mm,,14.3 kg,1078 mm x 690 mm x 260 mm,,,17.9 kg,,,,,1 (Rear),,1 (Rear / Hybrid),178 Degree,"Dolby Digital, Dolby Digital Plus, Dolby Pulse",1,,,1 (Side),,,,,S-Force Front Surround 3D,"{'Picture Engine': 'X-Reality', 'Digital Audio Output': '1 (Rear)', 'Stand Type': 'Tabletop', 'Audio Out': '2 (Rear)', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/micromax-32-inch-led-hd-ready-tv-l32t7270-10356,https://i.gadgets360cdn.com/products/televisions/large/1548154089_832_micromax_32-inch-led-hd-ready-tv-l32t7270.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Micromax,,32 Inch LED HD Ready TV (L32T7270),L32T7270,,,0,0,0,0,0,32 inch,LED,HD-Ready,1,1,,Black,8W,2.0 Ch Speaker,,45 W,Yes,734.5 x 80 x 431.5,,5.0 kg,734.5 x 160 x 480,100,,6.2 kg,,16:09,3000000:1,,1,,1,178(H)/178(V),SRS Sound System,,Integrated Speakers (Bottom Side),,,Multi Format,,,Brightness: 300,,"{'Supported Audio Formats': 'Multi Format', 'PC Audio In': 'Yes', 'Audio Out': '2', 'Composite In (Audio Video Cable)': '1'}"
https://gadgets.ndtv.com/lg-42-inch-led-full-hd-tv-42lb6200-9456,https://i.gadgets360cdn.com/products/televisions/large/1548153249_832_lg_42-inch-led-full-hd-tv-42lb6200.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,"LG 42 Inches Full HD LED TV (42LB6200, Black)",42 Inch LED Full HD TV (42LB6200),42LB6200,"₹ 64,900",10,0,0,0,40,60,42 inch,LED,Full-HD,1,2,No,Black,20 W,2,1920x1080,0.3 W (Standby),,959 mm x 570 mm x 56.2 mm,,9.2 kg,959 mm x 609.7 mm x 193 mm,,2014,9.5 kg,,"8 Modes 16:9, Just Scan, Original, Full Wide, 4:3, 14:9, Zoom, Cinema Zoom",,,1 Rear,,,178 degree,Dolby Digital Decoder,,,,1 Side,,,,,Virtual Surround Plus,"{'Supported Audio Formats': 'AC3, EAC3, HAAC, AAC, MPEG, MP3, PCM, DTS', 'Picture Engine': 'Triple XD Engine', 'Digital Audio Output': '1 Rear'}"
https://gadgets.ndtv.com/aoc-32-inch-led-hd-ready-tv-le32a6340-61-10485,https://i.gadgets360cdn.com/products/televisions/large/1548154194_832_aoc_32-inch-led-hd-ready-tv-le32a6340-61.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,AOC,"AOC 32 Inches HD Ready LED TV (LE32A6340/61, Black)",32 Inch LED HD Ready TV (LE32A6340/61),LE32A6340/61,"₹ 13,990",3,0,33,0,0,67,32 inch,LED,HD-Ready,2,2,No,Black,8 W x 2,2,1366x768,"55 W, 1 W (Standby)",,733 mm x 433 mm x 71 mm,,,733 mm x 480 mm x 209 mm,60,2014,"Net Weight: 6 kg, Wall Mount Dimension Vesa: 100 mm x 100 mm, Wall Mount LCD Screw: M4 x 30 mm",,16:09,1200:01:00 Static.1413.334028 Dynamic,,1,,1,176 degree,,,,Yes,,,,,280 cd/mA2,,"{'Picture Engine': 'Real Color Engine', 'Battery Type': 'AAA'}"
https://gadgets.ndtv.com/lloyd-43-inch-led-ultra-hd-4k-tv-l43u1v0iv-10390,https://i.gadgets360cdn.com/products/televisions/large/1548154117_832_lloyd_43-inch-led-ultra-hd-4k-tv-l43u1v0iv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lloyd,,43 Inch LED Ultra HD (4K) TV (L43U1V0IV),L43U1V0IV,,,0,0,0,0,0,43 inch,LED,4K,2,4,Yes,Silver,32 W,2,3840x2160,"238 W, 0.5 W (Standby)",Yes,1461 mm x 903 mm x 264 mm,Yes,,,100,2017,Gross Weight: 16.1 kg,No,,Dynamic (Static),No,1,No,,176 Degree,,1,,Yes,,,,,350 nits,,"{'Processor': 'Dual Core', 'Number of Cores': 'dual-core'}"
https://gadgets.ndtv.com/bpl-43-inch-led-full-hd-tv-t43bf24a-price-in-india-91784,https://i.gadgets360cdn.com/products/large/bpl-t43bf24a-original-imafkqkjzfvsmvxh-416x270-1584456944.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,BPL,"BPL 43 Inches Full HD LED TV (T43BF24A, Black)",43-inch LED Full HD TV (T43BF24A),T43BF24A,"₹ 15,999",990,13,2,8,24,53,43 inch,LED,,2,2,No,Black,20 W,2,1920x1080,"60 W, 0.5 W (Standby)",,97 cm x 8 cm,No,,,60,,,No,,500000:1 (Static),No,,No,,,,,,,,,,,,,"{'Picture Engine': 'No', 'Supported App - Youtube': 'No', 'Supported App - Netflix': 'No', 'Battery Type': 'AAA', 'Supported App - Hotstar': 'No', 'Smart Remote': 'No', 'Digital Noise Filter': 'Yes', 'Picture And Picture (PAP)': 'No'}"
https://gadgets.ndtv.com/panasonic-43-inch-led-full-hd-tv-th-43ds630d-10983,https://i.gadgets360cdn.com/products/televisions/large/1548154619_832_panasonic_43-inch-led-full-hd-tv-th-43ds630d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,"Panasonic 43 Inches Full HD LED Smart TV (TH-43DS630D, Silver)",43 Inch LED Full HD TV (TH-43DS630D),TH-43DS630D,"₹ 60,900",135,10,1,3,24,61,43 inch,LED,Full-HD,2,3,Yes,Silver,10 W x 2,2,1920x1080,"103 W, 0.2 W (Standby)",,994 mm x 569 mm x 80 mm,Yes,,,,2016,,No,,,No,,,Component Video Input Shared with Composite: RCA Phono Type x 1 Rear,,,1,Full Range,,,AVI / MKV / WMV / MP4 / M4V / FLV / 3GPP / VRO / VOB,Android,Shinobi,,V - Audio,"{'Supported Audio Formats': 'MP3 / AAC / WMA Pro / FLAC / WAV', 'Battery Type': 'AAA'}"
https://gadgets.ndtv.com/amazonbasics-fire-tv-edition-50-inch-ultra-hd-led-tv-ab50u20ps-price-in-india-98989,https://i.gadgets360cdn.com/products/large/amazonbasics-50-inch-fire-tv-edition-db-800x450-1609484102.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Amazonbasics,,Fire TV Edition 50-inch Ultra-HD LED TV (AB50U20PS),AB50U20PS,,,0,0,0,0,0,50 inch,LED,Ultra-HD,2,3,Yes,,20W,,3840x2160,,,1121mm x 92mm x 66mm,,9.1kg,,60,2020,,,,,,,,,,,,,,,,Android Based,Fire TV Edition TV,,,"{'Supported Audio Formats': 'Dolby Atmos', 'Supported App - Youtube': 'Yes', 'Supported App - Netflix': 'Yes', 'Operating System Present': 'Fire TV OS', 'Processor': 'Amlogic', 'Number of Cores': 'quad-core', 'Supported App - Hotstar': 'Yes', 'Smart Remote': 'Yes', 'Launched': 'December 2020', 'App Store Type': 'FireOS App Store', 'Wi-Fi Supported': 'Yes', 'HDR Support': 'HDR10,HDR10+,Dolby Vision,HLG', 'Supported App - Amazon Prime Video': 'Yes', 'Clock Speed (GHz)': '1.95'}"
https://gadgets.ndtv.com/aoc-24-inch-led-hd-ready-tv-le24a3340-61-10470,https://i.gadgets360cdn.com/products/televisions/large/1548154182_832_aoc_24-inch-led-hd-ready-tv-le24a3340-61.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,AOC,"AOC 24 Inches HD Ready LED TV (LE24A3340/61, Black)",24 Inch LED HD Ready TV (LE24A3340/61),LE24A3340/61,"₹ 13,990",28,14,4,14,0,68,24 inch,LED,HD-Ready,2,2,No,Black,3 W x 2,2,1366x768,"30 W, 1 W (Standby)",,561 mm x 345 mm x 43 mm,,,561 mm x 373 mm x 156 mm,60,2014,"Net Weight: 3.8 kg, Wall Mount Dimension Vesa: 100 x 100, Wall Mount LCD Screw: M4 x 12 mm",,16:09,3000:01:00 Static.1413.334028 Dynamic,,1,,1,176 degree,,,,Yes,,,,,230 cd/mA2,,"{'Picture Engine': 'Real Color Engine', 'Battery Type': 'AAA'}"
https://gadgets.ndtv.com/lg-32-inch-led-hd-ready-tv-32lf553a-9215,https://i.gadgets360cdn.com/products/televisions/large/1548153024_832_lg_32-inch-led-hd-ready-tv-32lf553a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,"LG 32 Inches HD Ready LED TV (32LF553A, Grey)",32 Inch LED HD Ready TV (32LF553A),32LF553A,"₹ 24,895",26,15,0,4,42,38,32 inch,LED,HD-Ready,1,2,No,Black,20 W,2,1366x768,"60 W, 0.3 W (Standby)",,731 mm x 442 mm x 56.5 mm,,5.7 kg,731 mm x 480 mm x 208 mm,300,2015,5.9 kg,,16:09,,,1 Rear,,"Component Input Y, Pb, Pr + Audio: 1 Composite / Component Common",,Dolby Digital Decoder,,,Yes,1 RCA Analog Audio Output,,,,,,"{'Picture Engine': 'Triple XD Engine', 'Audio Out': '1'}"
https://gadgets.ndtv.com/lg-49-inch-led-ultra-hd-4k-tv-49uf690t-9702,https://i.gadgets360cdn.com/products/televisions/large/1548153491_832_lg_49-inch-led-ultra-hd-4k-tv-49uf690t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,"LG 49 Inches Ultra HD (4K) LED Smart TV (49UF690T, Gold)",49 Inch LED Ultra HD (4K) TV (49UF690T),49UF690T,"₹ 117,895",,0,0,0,0,100,49 inch,LED,4K,2,2,Yes,Gold,10 W,2,3840x2160,0.3 W (Standby),,1103 mm x 650 mm x 58.7 mm,Yes,14.4 kg,1103 mm x 968 mm x 198 mm,,2015,14.7 kg,,"16:9, Just Scan, Original, Full Wide, 4:3, 14:9, Zoom, Cinema Zoom",,,1 Rear,,"Component Input Y, Pb, Pr + Audio: 1 Rear Composite / Component Common",,Dolby Digital Decoder,1,,Yes,,,,,,Ultra Surround,"{'Wi-Fi Type': 'Wi-Fi Direct', 'Picture Engine': 'Triple XD Engine'}"
https://gadgets.ndtv.com/panasonic-43-inch-led-full-hd-tv-th-43cs400dx-10980,https://i.gadgets360cdn.com/products/televisions/large/1548154617_832_panasonic_43-inch-led-full-hd-tv-th-43cs400dx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,"Panasonic 43 Inches Full HD LED Smart TV (TH-43CS400DX, Black)",43 Inch LED Full HD TV (TH-43CS400DX),TH-43CS400DX,"₹ 50,666",93,12,8,10,30,41,43 inch,LED,Full-HD,2,3,Yes,Black,20 W,2,1920x1080,"100 W, 0.5 W (Standby)",,969.7 mm x 564.7 mm x 78.2 mm,Yes,9.5 kg,969.7 mm x 603.4 mm x 212.1 mm,100,2015,9.8 kg,,,,,,,1,176H Degree,,1,,,1,,,,,,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Digital Audio Output': '1', 'PC D-sub': '1'}"
https://gadgets.ndtv.com/onida-32-inch-led-hd-ready-tv-leo32ha-10618,https://i.gadgets360cdn.com/products/televisions/large/1548154295_832_onida_32-inch-led-hd-ready-tv-leo32ha.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Onida,"Onida 32 Inches HD Ready LED TV (LEO32HA, Black)",32 Inch LED HD Ready TV (LEO32HA),LEO32HA,"₹ 18,999",,0,0,0,0,0,32 inch,LED,HD-Ready,2,2,No,Black,10 W,2,1366x768,"65 W, 1 W (Standby)",,,No,,,60,2016,"Active Display Area : 697.68 H x 392.25 V mm, Gross Weight: 6.2 kg, Set Dimensions With Stand L x W x D: 728 x 180 x 474 mm, Set Dimensions Without Stand L x W x D: 728 x 82 x 438 mm, Dimensions of Packaging Box Lx W xD: 792 x 141 x 520 mm",No,,1200:01:00 Static,No,1,No,,178 Degree,,,,Yes,,,,Leo,350 nits,Yes,{'PC Audio In': '1 3.5 mm Socket'}
https://gadgets.ndtv.com/blackox-32-inch-led-full-hd-tv-32le3202-9202,https://i.gadgets360cdn.com/products/televisions/large/1548153012_832_blackox_32-inch-led-full-hd-tv-32le3202.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Blackox,,32 Inch LED Full HD TV (32LE3202),32LE3202,,,100,0,0,0,0,32 inch,LED,Full-HD,2,2,Yes,Black,20 W,2,1920x1080,"65 W, 0.5 W (Standby)",Yes,,Yes,,,60,,,No,,1400:1 (Typical) (Static),No,,No,,,,1,,,,"MP4, AVI, FLV, WMV, MKV, WMA, MOV",Android,,450 nits,,"{'Supported Audio Formats': 'MP3, WMA, M4A, AAC', 'Supported App - Youtube': 'Yes', 'Supported App - Netflix': 'Yes', 'Operating System Present': 'Yes', 'Screen Mirroring': 'Yes', 'Supported App - Hotstar': 'Yes'}"
https://gadgets.ndtv.com/infocus-32-inch-led-hd-ready-tv-32ea800-9129,https://i.gadgets360cdn.com/products/televisions/large/1548152946_832_infocus_32-inch-led-hd-ready-tv-32ea800.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,InFocus,"Infocus 32 Inches HD Ready LED TV (32EA800, Black)",32 Inch LED HD Ready TV (32EA800),32EA800,"₹ 16,999",83,5,5,8,34,48,32 inch,LED,HD-Ready,2,2,No,Black,16 W,2,1366x768,"53 W, 0.5 W (Standby)",,738.6 mm x 443.1 mm x 81 mm,No,,738.6 mm x 490 mm x 180 mm,60,2016,19.3 mm,No,,5000:01:00 Static,No,RF Input Antenna / Cable: 1,,,178 degree,,,,Yes,1,,,,250 cd/mA2,,
https://gadgets.ndtv.com/micromax-24-inch-led-hd-ready-tv-24t6300hd-9072,https://i.gadgets360cdn.com/products/televisions/large/1548152898_832_micromax_24-inch-led-hd-ready-tv-24t6300hd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Micromax,"Micromax 24 Inches HD Ready LED TV (24T6300HD, Black)",24 Inch LED HD Ready TV (24T6300HD),24T6300HD,"₹ 8,999",71,10,3,11,30,46,24 inch,LED,HD-Ready,1,2,No,Black,10 W,2,1366x768,"35 W, 0.5 W (Standby)",,325 mm x 76.3 mm x 60 mm,No,,,60,2017,3.5 Kg,No,16:09,3000:01:00 Static,No,RF Input: 1,No,,178 degree,,,,Yes,,,,,165 nits,,
https://gadgets.ndtv.com/sony-46-inch-led-full-hd-tv-kdl-46nx720-10215,https://i.gadgets360cdn.com/products/televisions/large/1548153969_832_sony_46-inch-led-full-hd-tv-kdl-46nx720.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony 46 Inches Full HD LED 3D TV (KDL-46NX720),46 Inch LED Full HD TV (KDL-46NX720),KDL-46NX720,"₹ 113,990",,0,0,0,0,0,46 inch,LED,Full-HD,2,4,No,,30 W,3,1920x1080,"122 W, 0.2 W (Standby)",Yes,1084 mm x 663 mm x 25.3 mm,Yes,15.8 kg,1084 mm x 694 mm x 258 mm,,,20.2 kg,,,,,1 (Bottom),,1,178 Degree,"Dolby Digital, Dolby Digital Plus, Dolby Pulse",1,,,1 (Side),,,,,S-Force Front Surround 3D,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Picture Engine': 'X-Reality', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/panasonic-43-inch-led-full-hd-tv-th-43f200dx-10991,https://i.gadgets360cdn.com/products/televisions/large/1548154628_832_panasonic_43-inch-led-full-hd-tv-th-43f200dx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,Panasonic 43 Inches Full HD LED Smart TV (TH-43F200DX),43 Inch LED Full HD TV (TH-43F200DX),TH-43F200DX,"₹ 28,700",18,0,0,0,44,56,43 inch,LED,Full-HD,2,3,No,Black,20 W,2,1920x1080,0.5 W (Standby),Yes,97.45 cm x 57.56 cm x 8.58 cm,No,8.7Kg,97.45 cm x 61.71 cm x 21.89 cm,100,2017,8.8Kg,No,,,No,,No,RCA Phono Type x 1 (Rear),,,,Full Range,,,,,,,,{'Digital Noise Filter': 'Yes'}
https://gadgets.ndtv.com/samsung-65-inch-led-ultra-hd-4k-tv-65f9000-9876,https://i.gadgets360cdn.com/products/televisions/large/1548153657_832_samsung_65-inch-led-ultra-hd-4k-tv-65f9000.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Samsung 65 Inches Ultra HD (4K) LED Smart TV (65F9000),65 Inch LED Ultra HD (4K) TV (65F9000),65F9000,"₹ 439,900",,0,0,0,0,0,65 inch,LED,4K,3,4,Yes,,70 W,2,3840x2160,"283 W, 0.5 W (Standby)",Yes,1462.3 mm x 837.8 mm x 40.7 mm,Yes,32.1 kg,1462.3 mm x 874.7 mm x 330.3 mm,,2013,34.2 kg,,,,,,,1,,"Dolby Digital Plus, Dolby Pulse",1,Down Firing and Full Range,Yes,,,,,,,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Picture Engine': '3D Hyper Real Engine', 'Digital Audio Output': '1', 'Stand Type': 'Arc'}"
https://gadgets.ndtv.com/lg-32-inch-led-hd-ready-tv-32lf513a-9212,https://i.gadgets360cdn.com/products/televisions/large/1548153022_832_lg_32-inch-led-hd-ready-tv-32lf513a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,"LG 32 Inches HD Ready LED Stard TV (32LF513A, Black)",32 Inch LED HD Ready TV (32LF513A),32LF513A,"₹ 24,495",76,12,3,7,17,62,32 inch,LED,HD-Ready,1,1,No,Black,10 W,2,1366x768,0.3 W (Standby),,734 mm x 438 mm x 71 mm,,4.5 kg,734 mm x 474 mm x 172 mm,300,2015,4.7 kg,,"16:09, Just Scan, Original, 4:3, 14:9, Zoom, Cinema Zoom",,,1 Rear,,"Component Input Y, Pb, Pr + Audio: 1 Rear Composite / Component Common",,Dolby Digital Decoder,,,Yes,1 Rear RCA Analog Audio Output,,,,,,"{'Picture Engine': 'Triple XD Engine', 'Audio Out': '1'}"
https://gadgets.ndtv.com/micromax-20-inch-led-hd-ready-tv-20b22hd-a-8985,https://i.gadgets360cdn.com/products/televisions/large/1548152822_832_micromax_20-inch-led-hd-ready-tv-20b22hd-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Micromax,"Micromax 20 Inches HD Ready LED TV (20B22HD-A, Black)",20 Inch LED HD Ready TV (20B22HD-A),20B22HD-A,"₹ 10,700",,0,0,0,0,0,20 inch,LED,HD-Ready,1,1,No,Black,20 W,2.0 Ch Speaker,1366x768,"30 W, 1 W (Standby)",,532 mm x 337 mm x 44.5 mm,,3.7 kg,532 mm x 376 mm x 186.2 mm,,2014,,,0.672916667,300000:1 (Static),,1,,1,,SRS Sound System,,,Yes,,,,,"200 cd/mA,A2",,"{'Supported Audio Formats': 'MP3', 'Picture Engine': 'AVEA Engine', 'Digital Audio Output': 'Yes', 'Composite In (Audio Video Cable)': '1'}"
https://gadgets.ndtv.com/sony-46-inch-led-full-hd-tv-kdl-46hx925-10214,https://i.gadgets360cdn.com/products/televisions/large/1548153968_832_sony_46-inch-led-full-hd-tv-kdl-46hx925.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony 46 Inches Full HD LED 3D TV (KDL-46HX925),46 Inch LED Full HD TV (KDL-46HX925),KDL-46HX925,"₹ 153,900",,0,0,0,0,0,46 inch,LED,Full-HD,2,4,No,,30 W,3,1920x1080,,Yes,1081 mm x 660 mm x 38 mm,Yes,19.4 kg,1081 mm x 692 mm x 258 mm,,,24 kg,,,,,1 (Bottom),,1 (Adaptor / Bottom / Hybrid),178 Degree,"Dolby Digital, Dolby Digital Plus, Dolby Pulse",1,,,1 (Side),,,,,S-Force Front Surround 3D,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Picture Engine': 'X-Reality PRO', 'Digital Audio Output': '1 (Side)', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/samsung-32-inch-led-full-hd-tv-ua32f5500ar-11140,https://i.gadgets360cdn.com/products/televisions/large/1548154753_832_samsung_32-inch-led-full-hd-tv-ua32f5500ar.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Samsung 32 Inches Full HD LED Smart TV (UA32F5500AR),32 Inch LED Full HD TV (UA32F5500AR),UA32F5500AR,"₹ 43,500",,0,0,0,0,0,32 inch,LED,Full-HD,2,3,Yes,,20 W,2,1920x1080,"86 W, 0.3 W (Standby)",Yes,738 mm x 445.4 mm x 49 mm,Yes,5 kg,738 mm x 505.8 mm x 191.7 mm,,,5.6 kg,,,,,,,1,,"Dolby Digital Plus, Dolby Pulse",1,Down Firing and Full Range,Yes,,,,,,,"{'Wi-Fi Type': 'Built-in Wi-Fi', 'Picture Engine': 'Hyper Real Engine', 'Digital Audio Output': '1', 'Stand Type': 'Square', 'Picture in Picture (PIP)': 'Yes'}"
https://gadgets.ndtv.com/cloudwalker-65-inch-led-ultra-hd-4k-tv-cloud-65su-9989,https://i.gadgets360cdn.com/products/televisions/large/1548153782_832_cloudwalker_65-inch-led-ultra-hd-4k-tv-cloud-65su.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,CloudWalker,CloudWalker Cloud TV 165cm (65 inch) Ultra HD (4K) LED Smart TV(Cloud TV 65SU),65 Inch LED Ultra HD (4K) TV (CLOUD 65SU),CLOUD 65SU,"₹ 59,999",85,16,5,2,15,61,65 inch,LED,4K,2,2,Yes,Black,8 W x 2,2,3840x2160,"138 W, 0.5 W (Standby)",,1475 mm x 844 mm x 112 mm,Yes,33 kg,,60,2017,,Yes,,,No,,,,,,1,,,,,Android,,,,"{'Processor': 'CPU - Cortex A53', 'Number of Cores': 'quad-core', 'Storage Capacity': '8GB', 'RAM': '1GB', 'Graphic Processor': 'GPU - Mali 450'}"
https://gadgets.ndtv.com/jvc-55-inch-led-ultra-hd-4k-tv-55n7105c-13002,https://i.gadgets360cdn.com/products/large/1554715692_635_jvc_55_inch_tv_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JVC,"JVC Ultra HD (4K) LED Smart TV (LT-55N7105C, Gold)",55-inch LED Ultra-HD (4K) TV (55N7105C),55N7105C,"₹ 34,999",208,13,4,5,13,64,55 inch,LED,4K,2,3,Yes,,50W,2,,,,,Yes,,,,2019,,No,,,No,,No,,,,Yes,,Yes,,,,,,,"{'Supported App - Youtube': 'Yes', 'Supported App - Netflix': 'Yes', 'Operating System Present': 'Sensywall', 'Processor': 'Amlogic', 'Number of Cores': 'quad-core', 'Supported App - Hotstar': 'Yes', 'Storage Capacity': '16GB', 'RAM': '2GB', 'Smart Remote': 'Yes', 'Launched': 'April 2019'}"
