link,Brand,Model,Company,picture,Price in India,1 stars,2 stars,4 stars,3 stars,5 stars,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
https://gadgets.ndtv.com/acer-chromebook-c730-c890-7547#gallery,Acer,ChromeBook C730-C890,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455510_635_acer_chromebook-c730-c890.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 17,499",9,0,36,0,55,11,2GB,11.60-inch,No,Grey,Chrome OS,32GB,C730-C890,Intel Celeron Dual Core,,,No,,,,,,,ChromeBook,,,,,"Acer Chromebook C730-C890 Laptop (Chrome, 2GB RAM, 32GB HDD, Intel Celeron, Grey, 11.6 inch)",,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/acer-aspire-v3-574g-341p-7438,Acer,Aspire V3 574G-341P,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455409_635_acer_aspire-v3-574g-341p.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 39,990",0,0,0,20,80,5,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,V3 574G-341P,Intel Core i3,,,No,,,,,,,Aspire,,,,,"Acer Aspire V3 574G-341P Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/lenovo-yoga-slim-7i-price-in-india-96462,Lenovo,Yoga Slim 7i,lenovo,https://i.gadgets360cdn.com/products/large/Lenovo-yoga-DB-927x800-1597315591.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,,,,Slate Grey,Windows 10,,,Intel Core i7 10th Gen,,,,1920x1080 pixels,,1.36,208.00 x 320.60 x 14.90,,,Yoga,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,{'Web Camera': 'Yes'}
https://gadgets.ndtv.com/dell-inspiron-3443-7152,Dell,Inspiron 3443,dell,https://i.gadgets360cdn.com/products/laptops/large/1546455093_635_dell_inspiron-3443.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,14.00-inch,No,Black,Windows 10,1TB,3443,Intel Core i3 5500U,,,No,,,,452.12 x 38.00 x 30.00,,3,Inspiron,,,2.4 GHz,,,,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/acer-swift-7-sf713-51-7277#gallery,Acer,Swift 7 SF713-51,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455217_635_acer_swift-7-sf713-51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 99,999",33,0,0,11,56,9,8GB,13.30-inch,No,Black,Windows 10 Home,256GB,7 SF713-51,Intel Core i5,,,No,,,,,,,Swift,,,,,"Acer Swift 7 SF713-51 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold, 13.3 inch)",,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/acer-gateway-ne46rs1-7310#gallery,Acer,Gateway NE46RS1,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455255_635_acer_gateway-ne46rs1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 17,497",20,5,29,10,35,79,2GB,14.00-inch,No,Black,Linux,320GB,NE46RS1,Intel Pentium Dual Core,,,No,,,,,,,Gateway,,,,,"Acer Gateway NE46RS1 Laptop (Linux, 2GB RAM, 320GB HDD, Intel Pentium, Black, 14 inch)",,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/acer-aspire-e-e15-es-15-7517,Acer,Aspire E E15-ES-15,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455471_635_acer_aspire-e-e15-es-15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,498",18,4,21,12,45,514,2GB,15.60-inch,No,Midnight Black,Linux,500GB,E15-ES-15,Intel Celeron Dual Core,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E15-ES-15 Laptop (Linux, 2GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,{'Web Camera': 'Yes'}
https://gadgets.ndtv.com/dell-xps-12-ultrabook-7390,Dell,XPS 12 Ultrabook,dell,https://i.gadgets360cdn.com/products/laptops/large/1546455353_635_dell_xps-12-ultrabook.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 74,990",0,0,0,20,80,5,8GB,12.00-inch,No,Aluminium,Windows 8 Professional,256GB,12 Ultrabook,Intel Core i5,,,No,,,,,,,XPS,,,,,"Dell Xps 12 Ultrabook Laptop (Windows 8, 4GB RAM, 128GB HDD, Intel Core i5, Aluminium, 12 inch)",,,,,,,,,,,,,,,,{'Web Camera': 'Yes'}
https://gadgets.ndtv.com/acer-aspire-e-e15-e5-576-7891,Acer,Aspire E E15-E5-576,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455883_635_acer_aspire-e-e15-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 31,996",8,0,15,4,73,26,4GB,15.60-inch,No,Black,Linux,1TB,E15-E5-576,Intel Core i3,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E15-E5-576 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,,,,{'Web Camera': '5-megapixel'}
https://gadgets.ndtv.com/acer-tx5z8350-8127,Acer,Tx5Z8350,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456134_635_acer_tx5z8350.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 93,305",0,0,0,0,100,,4GB,10.10-inch,No,Black,Windows 10,64GB,Tx5Z8350,,,,No,,,1.2,262.00 x 188.00 x 48.26,,,,,,,,"Acer Tx5Z8350 Laptop (Windows 10, 4GB RAM, 64GB HDD, Black, 10.1 inch)",,2,,,,,,,,,,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '56', 'Model Name': 'MagicBook 14', 'Material': 'Aluminium', 'Refresh Rate': '60Hz'}"
https://gadgets.ndtv.com/acer-aspire-e-e15-e5-572g-7443#gallery,Acer,Aspire E E15-E5-572G,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455414_635_acer_aspire-e-e15-e5-572g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 31,900",16,1,18,10,54,87,4GB,15.60-inch,No,Black,Linux,1TB,E15-E5-572G,Intel Core i5,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E15-E5-572G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '56', 'Backlit Keyboard': 'Yes', 'Launched': '16th September 2020', 'Model Name': 'Hunter V700', 'Refresh Rate': '144Hz', 'USB 3.2 Gen 1 (Type A)': '2'}"
https://gadgets.ndtv.com/acer-aspire-3-a315-31-6562#gallery,Acer,Aspire 3 A315-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454328_635_acer_aspire-3-a315-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,499",16,0,18,9,57,56,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,A315-31,Intel Celeron Dual Core,,,No,,,,,,,Aspire 3,,,,,"Acer Aspire 3 A315-31 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '42', 'Model Name': 'MagicBook 15', 'Material': 'Aluminium', 'Refresh Rate': '60Hz'}"
https://gadgets.ndtv.com/acer-aspire-a315-21-43wx-7664,Acer,Aspire A315-21-43WX,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455635_635_acer_aspire-a315-21-43wx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,990",14,14,7,7,57,14,4GB,15.60-inch,No,Obsidian Black,Linux,1TB,A315-21-43WX,AMD APU Dual Core A4,,,No,,,,,,,Aspire,,,,,"Acer Aspire A315-21-43WX Laptop (Linux, 4GB RAM, 1000GB HDD, AMD Obsidian Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'Battery Capacity (WHR)': '56', 'Dedicated Graphic Memory': '2GB', 'Launched': '18th May 2020', 'Model Name': 'MagicBook Pro 2020'}"
https://gadgets.ndtv.com/asus-vivobook-x507ua-ej456t-8218,Asus,VivoBook X507UA-EJ456T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546456246_635_asus_vivobook-x507ua-ej456t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 38,990",19,10,24,10,38,21,8GB,15.60-inch,No,Gold,Windows 10 Home,1TB,X507UA-EJ456T,Intel Core i5,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook X507UA-EJ456T Laptop (Windows 10 Home, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '56', 'Backlit Keyboard': 'Yes', 'Launched': '16th July 2020', 'Model Name': 'MagicBook Pro'}"
https://gadgets.ndtv.com/asus-vivobook-s14-s410ua-eb796t-7959#gallery,Asus,VivoBook S14 S410UA-EB796T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455958_635_asus_vivobook-s14-s410ua-eb796t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 53,990",8,5,29,8,50,98,8GB,14.00-inch,No,Gold,Windows 10 Home,256GB,S14 S410UA-EB796T,Intel Core i3,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook S14 S410UA-EB796T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Gold, 14.0 Inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-a315-21-43wx-7664#gallery,Acer,Aspire A315-21-43WX,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455635_635_acer_aspire-a315-21-43wx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,990",14,14,7,7,57,14,4GB,15.60-inch,No,Obsidian Black,Linux,1TB,A315-21-43WX,AMD APU Dual Core A4,,,No,,,,,,,Aspire,,,,,"Acer Aspire A315-21-43WX Laptop (Linux, 4GB RAM, 1000GB HDD, AMD Obsidian Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/dell-inspiron-5578-6392,Dell,Inspiron 5578,dell,https://i.gadgets360cdn.com/products/laptops/large/1546454115_635_dell_inspiron-5578.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 45,990",20,3,20,9,47,88,8GB,15.60-inch,No,Shark Gray,Windows 10 Home,1TB,5578,Intel Core i7,,,No,,,,,,,Inspiron,,,,,"Dell Inspiron 5578 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Grey, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-e5-573g-389u-7538,Acer,Aspire E E5-573G-389U,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455487_635_acer_aspire-e-e5-573g-389u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 42,500",9,7,28,4,52,114,8GB,15.60-inch,No,Charcoal Grey,Windows 10 Home,1TB,E5-573G-389U,Intel Core i3,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E5-573G-389U Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
https://gadgets.ndtv.com/acer-aspire-e-es1-es1-572-36yw-7453,Acer,Aspire E ES1-ES1-572-36YW,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455425_635_acer_aspire-e-es1-es1-572-36yw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,990",15,3,29,9,44,542,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,ES1-ES1-572-36YW,Intel Core i3,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES1-ES1-572-36YW Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-es-es1-520-301e-7497#gallery,Acer,Aspire E ES-ES1-520-301E,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455458_635_acer_aspire-e-es-es1-520-301e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 19,200",20,10,30,0,40,10,4GB,15.60-inch,No,Diamond Black,Linux,1TB,ES-ES1-520-301E,AMD APU Dual Core E1,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES-ES1-520-301E Laptop (Linux, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/acer-nitro-5-an515-31-7926#gallery,Acer,Nitro 5 AN515-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455918_635_acer_nitro-5-an515-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 66,185",0,0,0,0,100,3,8GB,15.60-inch,No,Shale Black,Linux,1TB,5 AN515-31,Intel Core i7,,,No,,,,,,,Nitro,,,,,"Acer Nitro 5 AN515-31 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-3-a315-31-6562,Acer,Aspire 3 A315-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454328_635_acer_aspire-3-a315-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,499",16,0,18,9,57,56,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,A315-31,Intel Celeron Dual Core,,,No,,,,,,,Aspire 3,,,,,"Acer Aspire 3 A315-31 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/apple-macbook-air-md760hn-b-7469,Apple,MacBook Air MD760HN/B,apple,https://i.gadgets360cdn.com/products/laptops/large/1546455437_635_apple_macbook-air-md760hn-b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 60,693",11,3,16,2,68,63,4GB,11.60-inch,No,Silver,macOS,128GB,MD760HN/B,Intel Core i5,,,No,,,,,,,MacBook Air,,,,,"Apple Macbook Air MD760HN/B Laptop (Mac, 4GB RAM, 128GB HDD, Intel Core i5, Silver, 11.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/acer-aspire-e-es1-es1-572-36yw-7453#gallery,Acer,Aspire E ES1-ES1-572-36YW,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455425_635_acer_aspire-e-es1-es1-572-36yw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,990",15,3,29,9,44,542,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,ES1-ES1-572-36YW,Intel Core i3,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES1-ES1-572-36YW Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,,,,{'Web Camera': '1-megapixel'}
https://gadgets.ndtv.com/acer-aspire-e-es-es1-520-301e-7497,Acer,Aspire E ES-ES1-520-301E,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455458_635_acer_aspire-e-es-es1-520-301e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 19,200",20,10,30,0,40,10,4GB,15.60-inch,No,Diamond Black,Linux,1TB,ES-ES1-520-301E,AMD APU Dual Core E1,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES-ES1-520-301E Laptop (Linux, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/dell-r2-aw15-9193-7170,Dell,R2 AW15-9193,dell,https://i.gadgets360cdn.com/products/laptops/large/1546455111_635_dell_r2-aw15-9193.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,1TB,R2 AW15-9193,Intel Core i5 6th Gen 6300HQ,,,No,,802.11 ac,3.207,270.00 x 38.60 x 34.00,,,,,,2.3 GHz,,,,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/asus-vivobook-s14-s410ua-eb629t-7991,Asus,VivoBook S14 S410UA-EB629T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455989_635_asus_vivobook-s14-s410ua-eb629t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 44,990",0,0,9,9,82,11,8GB,14.00-inch,No,Grey,Windows 10 Home,256GB,S14 S410UA-EB629T,Intel Core i3,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook S14 S410UA-EB629T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Grey, 14.0 Inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/asus-vivobook-s14-s410ua-eb630t-7990#gallery,Asus,VivoBook S14 S410UA-EB630T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455988_635_asus_vivobook-s14-s410ua-eb630t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 62,990",7,0,40,7,47,15,8GB,14.00-inch,No,Gold,Windows 10 Home,256GB,S14 S410UA-EB630T,Intel Core i5,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook S14 S410UA-EB630T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 14.0 Inch)",,,,,,,,,,,,,,,,{'Web Camera': '1-megapixel'}
https://gadgets.ndtv.com/hp-pavilion-x360-14-cd0051tx-7877,HP,Pavilion X360 14-CD0051TX,hp,https://i.gadgets360cdn.com/products/laptops/large/1546455872_635_hp_pavilion-x360-14-cd0051tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 71,990",0,0,0,0,100,3,8GB,14.00-inch,No,Mineral Silver,Windows 10 Home,1TB,X360 14-CD0051TX,Intel Core i5,,,No,,,,,,,Pavilion,,,,,"HP Pavilion X360 14-CD0051TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-swift-3-sf314-52-6708#gallery,Acer,Swift 3 SF314-52,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454490_635_acer_swift-3-sf314-52.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 29,990",12,0,15,9,65,34,4GB,14.00-inch,No,Grey,Linux,256GB,3 SF314-52,Intel Core i3,,,No,,,,,,,Swift,,,,,"Acer Swift 3 SF314-52 Laptop (Linux, 4GB RAM, 256GB HDD, Intel Core i3, Silver, 14.0 Inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-es1-533-c12k-7452,Acer,Aspire E ES1-533-C12K,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455424_635_acer_aspire-e-es1-533-c12k.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,990",10,0,31,10,48,29,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,ES1-533-C12K,Intel Celeron Dual Core,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES1-533-C12K Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/lenovo-yoga-3-pro-7071,Lenovo,Yoga 3 Pro,lenovo,https://i.gadgets360cdn.com/products/laptops/large/1546455002_635_lenovo_yoga-3-pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 89,999",0,0,0,50,50,4,8GB,13.30-inch,No,Black,Windows 10,512GB,3 Pro,Intel Core i7,,,No,,,,,,,Yoga,,,,,"Lenovo Yoga 3 Pro Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Black, 13.3 inch)",,,,,,,,,,,,,,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
https://gadgets.ndtv.com/acer-aspire-a315-31-6126,Acer,Aspire A315-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546453593_635_acer_aspire-a315-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 18,990",15,4,25,10,46,"1,812",4GB,15.60-inch,No,Denim Blue,Linux,1TB,A315-31,Intel Pentium Dual Core,,,No,,,,,,,Aspire,,,,,"Acer Aspire A315-31 Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/asus-vivobook-s15-s510un-bq132t-6404,Asus,VivoBook S15 S510UN-BQ132T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546454129_635_asus_vivobook-s15-s510un-bq132t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 79,990",0,0,33,0,67,3,16GB,15.60-inch,No,Gold,Windows 10 Home,128GB,S15 S510UN-BQ132T,Intel Core i7,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook S15 S510UN-BQ132T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Gold, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-es-11-es1-131-7510,Acer,Aspire E ES-11-ES1-131,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455467_635_acer_aspire-e-es-11-es1-131.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 17,000",25,6,23,10,37,52,2GB,11.60-inch,No,Black,Windows 10 Home,500GB,ES-11-ES1-131,Intel Celeron Dual Core,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES-11-ES1-131 Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-e15-es-15-7517#gallery,Acer,Aspire E E15-ES-15,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455471_635_acer_aspire-e-e15-es-15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,498",18,4,21,12,45,514,2GB,15.60-inch,No,Midnight Black,Linux,500GB,E15-ES-15,Intel Celeron Dual Core,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E15-ES-15 Laptop (Linux, 2GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-nitro-5-an515-31-7926,Acer,Nitro 5 AN515-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455918_635_acer_nitro-5-an515-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 66,185",0,0,0,0,100,3,8GB,15.60-inch,No,Shale Black,Linux,1TB,5 AN515-31,Intel Core i7,,,No,,,,,,,Nitro,,,,,"Acer Nitro 5 AN515-31 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/asus-vivobook-e402ma-wx0001t-7464,Asus,VivoBook E402MA-WX0001T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455434_635_asus_vivobook-e402ma-wx0001t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,900",20,4,30,2,43,46,2GB,14.00-inch,No,Blue,Windows 10 Home,32GB,E402MA-WX0001T,Intel Celeron Dual Core,,,No,,,,,,,VivoBook,,,,,"Asus Vivobook E402MA-WX0001T Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Blue, 14 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-e5-573-587q-7518,Acer,Aspire E E5-573-587Q,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455472_635_acer_aspire-e-e5-573-587q.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 29,499",7,0,40,7,47,15,4GB,15.60-inch,No,Charcoal,Linux,1TB,E5-573-587Q,Intel Core i5,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E E5-573-587Q Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,,,,,,,,,,,,,
https://gadgets.ndtv.com/acer-spin-sp111-31-6232#gallery,Acer,Spin SP111-31,acer,https://i.gadgets360cdn.com/products/laptops/large/1546453755_635_acer_spin-sp111-31.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,990",19,6,21,15,39,67,4GB,15.60-inch,No,Turquoise Blue,Windows 10 Home,500GB,SP111-31,Intel Pentium Dual Core,,,No,,,,,,,Spin,,,,,"Acer Spin SP111-31 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Turquoise Blue, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': '1-megapixel', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/acer-aspire-e-es-es1-111-7479,Acer,Aspire E ES-ES1-111,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455445_635_acer_aspire-e-es-es1-111.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 14,999",17,6,21,11,45,47,2GB,15.60-inch,No,Diamond Black,Linux,500GB,ES-ES1-111,Intel Celeron Dual Core,,,No,,,,,,,Aspire E,,,,,"Acer Aspire E ES-ES1-111 Laptop (Linux, 2GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",,,,,,,,,,,,,,,,"{'Web Camera': 'No', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '46', 'Burst Clock Speed': '4200 GHz', 'Launched': '11th June 2020', 'Model Name': 'Mi Notebook 14', 'Material': 'Aluminium', 'Refresh Rate': '60Hz'}"
